Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR)
2167,32,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.675,No,106.816666,-6.2,6098.3
2168,11,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.065,No,106.816666,-6.2,6961.5
2169,68,Jakarta,Mid End,Yes,No,No,Yes,No,No,Debit,72.67,No,106.816666,-6.2,6708.0
2170,20,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.61,No,106.816666,-6.2,2756.0
2171,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.740000000000002,No,106.816666,-6.2,6978.400000000001
2172,60,Jakarta,High End,Yes,No,Yes,No,Yes,No,Debit,124.02000000000001,No,106.816666,-6.2,5393.7
2173,32,Jakarta,High End,No,Yes,No,No,Yes,Yes,Digital Wallet,122.135,No,106.816666,-6.2,3697.2000000000003
2174,46,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.785,No,106.816666,-6.2,3169.4
2175,29,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.435,No,106.816666,-6.2,4527.900000000001
2176,51,Jakarta,High End,No,Yes,Yes,Yes,No,No,Pulsa,113.55499999999999,No,106.816666,-6.2,6368.7
2177,48,Jakarta,High End,No,No,No,No,No,No,Debit,91.84500000000001,No,106.816666,-6.2,7179.900000000001
2178,16,Jakarta,High End,No,Yes,No,No,No,No,Debit,95.22500000000001,No,106.816666,-6.2,4711.2
2179,70,Jakarta,High End,No,Yes,Yes,Yes,No,Yes,Debit,128.31,No,106.816666,-6.2,7256.6
2180,40,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.24,No,106.816666,-6.2,3927.3
2181,5,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.590000000000003,No,106.816666,-6.2,4135.3
2182,7,Jakarta,High End,No,No,No,No,No,No,Debit,90.80499999999999,No,106.816666,-6.2,7151.3
2183,29,Jakarta,High End,No,Yes,Yes,Yes,No,Yes,Credit,130.715,No,106.816666,-6.2,3971.5
2184,44,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,33.410000000000004,No,106.816666,-6.2,3948.1
2185,10,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Debit,52.910000000000004,No,106.816666,-6.2,2813.2000000000003
2186,55,Jakarta,Mid End,No,No,No,No,No,No,Debit,67.145,No,106.816666,-6.2,6191.900000000001
2187,52,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,136.63,No,106.816666,-6.2,6007.3
2188,10,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,111.73500000000001,No,106.816666,-6.2,6398.6
2189,18,Jakarta,High End,No,No,No,No,No,No,Debit,98.28,No,106.816666,-6.2,5239.0
2190,68,Jakarta,Mid End,Yes,No,No,Yes,No,No,Debit,75.72500000000001,No,106.816666,-6.2,6006.0
2191,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,84.76,No,106.816666,-6.2,6619.6
2192,2,Jakarta,Mid End,Yes,No,Yes,No,No,No,Pulsa,69.485,No,106.816666,-6.2,4520.1
2193,41,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.675,No,106.816666,-6.2,2614.3
2194,26,Jakarta,Mid End,No,No,Yes,Yes,Yes,No,Credit,57.785000000000004,No,106.816666,-6.2,4004.0
2195,36,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,27.105000000000004,No,106.816666,-6.2,7467.2
2196,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,148.26500000000001,No,106.816666,-6.2,6294.6
2197,35,Jakarta,High End,No,No,No,Yes,No,Yes,Debit,116.80499999999999,No,106.816666,-6.2,6428.5
2198,1,Jakarta,Mid End,No,No,Yes,Yes,No,No,Digital Wallet,71.565,No,106.816666,-6.2,3850.6
2199,16,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Pulsa,146.835,No,106.816666,-6.2,3487.9
2200,49,Jakarta,High End,Yes,No,No,No,Yes,Yes,Credit,132.01500000000001,No,106.816666,-6.2,6952.400000000001
2201,54,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,149.04500000000002,No,106.816666,-6.2,5834.400000000001
2202,18,Jakarta,Mid End,Yes,No,No,No,No,Yes,Pulsa,84.24,No,106.816666,-6.2,3205.8
2203,36,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,104.52000000000001,No,106.816666,-6.2,7207.2
2204,52,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,32.565000000000005,No,106.816666,-6.2,7376.2
2205,8,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,123.175,No,106.816666,-6.2,7156.5
2206,72,Jakarta,High End,Yes,Yes,No,Yes,Yes,Yes,Debit,137.15,No,106.816666,-6.2,7194.2
2207,64,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.11,No,106.816666,-6.2,7351.5
2208,22,Jakarta,Mid End,Yes,No,Yes,Yes,No,Yes,Digital Wallet,90.675,No,106.816666,-6.2,4561.7
2209,60,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,78.26,No,106.816666,-6.2,6966.7
2210,61,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.72,No,106.816666,-6.2,6370.0
2211,24,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,135.395,No,106.816666,-6.2,7556.900000000001
2212,28,Jakarta,High End,No,Yes,Yes,Yes,Yes,No,Debit,120.77000000000001,No,106.816666,-6.2,2648.1
2213,30,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,105.04,No,106.816666,-6.2,5556.2
2214,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.0,No,106.816666,-6.2,6269.900000000001
2215,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.63,No,106.816666,-6.2,5356.0
2216,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.544999999999998,No,106.816666,-6.2,2900.3
2217,24,Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Debit,90.28500000000001,No,106.816666,-6.2,5470.400000000001
2218,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,150.865,No,106.816666,-6.2,5725.2
2219,70,Jakarta,Mid End,No,No,No,Yes,No,Yes,Digital Wallet,52.065,No,106.816666,-6.2,6571.5
2220,64,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,132.73,No,106.816666,-6.2,8151.0
2221,72,Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,116.61000000000001,No,106.816666,-6.2,7820.8
2222,44,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.869999999999997,No,106.816666,-6.2,3651.7000000000003
2223,17,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.845,No,106.816666,-6.2,5311.8
2224,9,Jakarta,Mid End,No,No,Yes,No,Yes,Yes,Digital Wallet,91.065,No,106.816666,-6.2,6370.0
2225,24,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,69.68,No,106.816666,-6.2,3870.1
2226,35,Jakarta,Mid End,No,Yes,No,Yes,Yes,Yes,Pulsa,98.865,No,106.816666,-6.2,7122.7
2227,7,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Pulsa,98.41000000000001,No,106.816666,-6.2,3835.0
2228,11,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.544999999999998,No,106.816666,-6.2,4383.6
2229,20,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,105.885,No,106.816666,-6.2,3140.8
2230,72,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Debit,141.05,No,106.816666,-6.2,8174.400000000001
2231,72,Jakarta,High End,No,No,No,No,No,Yes,Credit,109.85000000000001,No,106.816666,-6.2,8062.6
2232,15,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,130.19500000000002,No,106.816666,-6.2,3334.5
2233,72,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,115.17999999999999,No,106.816666,-6.2,7594.6
2234,0,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,No,Debit,68.315,No,106.816666,-6.2,3351.4
2235,63,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,136.24,No,106.816666,-6.2,5259.8
2236,2,Jakarta,Mid End,No,Yes,No,No,Yes,No,Pulsa,76.7,No,106.816666,-6.2,7553.0
2237,61,Jakarta,Mid End,No,Yes,No,No,No,Yes,Debit,83.265,No,106.816666,-6.2,5201.3
2238,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.52,No,106.816666,-6.2,3858.4
2239,28,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,79.17,No,106.816666,-6.2,5006.3
2240,70,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.740000000000002,No,106.816666,-6.2,5850.0
2241,34,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,151.125,No,106.816666,-6.2,5228.6
2242,71,Jakarta,High End,Yes,No,No,No,No,No,Credit,104.91000000000001,No,106.816666,-6.2,5957.900000000001
2243,70,Jakarta,Mid End,Yes,No,No,No,No,Yes,Debit,84.76,No,106.816666,-6.2,8210.800000000001
2244,52,Jakarta,High End,Yes,No,Yes,Yes,No,No,Debit,109.265,No,106.816666,-6.2,7928.7
2245,69,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Credit,103.28500000000001,No,106.816666,-6.2,6745.7
2246,11,Jakarta,High End,No,No,Yes,No,No,No,Digital Wallet,101.4,No,106.816666,-6.2,6351.8
2247,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.805000000000003,No,106.816666,-6.2,6376.5
2248,20,Jakarta,High End,Yes,No,Yes,Yes,No,Yes,Credit,122.59,No,106.816666,-6.2,3346.2000000000003
2249,61,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Pulsa,138.38500000000002,No,106.816666,-6.2,6294.6
2250,56,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Debit,137.085,No,106.816666,-6.2,5475.6
2251,30,Jakarta,High End,Yes,Yes,Yes,Yes,No,No,Credit,123.5,No,106.816666,-6.2,4676.1
2252,28,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,70.59,No,106.816666,-6.2,6852.3
2253,5,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.065,No,106.816666,-6.2,2683.2000000000003
2254,12,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.065,No,106.816666,-6.2,6494.8
2255,67,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,137.02,No,106.816666,-6.2,7365.8
2256,29,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,67.08,No,106.816666,-6.2,7143.5
2257,55,Jakarta,High End,No,No,No,No,No,Yes,Debit,111.15,No,106.816666,-6.2,8334.300000000001
2258,52,Jakarta,High End,Yes,No,Yes,No,Yes,No,Pulsa,118.625,No,106.816666,-6.2,6201.0
2259,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,150.475,No,106.816666,-6.2,6718.400000000001
2260,58,Jakarta,High End,No,Yes,No,Yes,Yes,No,Credit,123.11000000000001,No,106.816666,-6.2,7348.900000000001
2261,35,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.480000000000004,No,106.816666,-6.2,4893.2
2262,56,Jakarta,High End,No,Yes,Yes,Yes,Yes,No,Debit,129.87,No,106.816666,-6.2,7592.0
2263,24,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,27.430000000000003,No,106.816666,-6.2,5678.400000000001
2264,70,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.065,No,106.816666,-6.2,5830.5
2265,2,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,103.935,No,106.816666,-6.2,6776.900000000001
2266,68,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Credit,139.29500000000002,No,106.816666,-6.2,5621.2
2267,12,Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,116.415,No,106.816666,-6.2,3022.5
2268,63,Jakarta,High End,No,Yes,No,No,No,No,Debit,106.015,No,106.816666,-6.2,6474.0
2269,33,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Digital Wallet,75.985,No,106.816666,-6.2,5558.8
2270,69,Jakarta,High End,No,Yes,No,No,Yes,Yes,Credit,124.34500000000001,No,106.816666,-6.2,6826.3
2271,60,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,104.78,No,106.816666,-6.2,7367.1
2272,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,147.03,No,106.816666,-6.2,6900.400000000001
2273,11,Jakarta,Mid End,No,No,No,No,No,Yes,Digital Wallet,76.635,No,106.816666,-6.2,5044.0
2274,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.415000000000003,No,106.816666,-6.2,5158.400000000001
2275,34,Jakarta,High End,No,No,No,No,No,Yes,Debit,102.635,No,106.816666,-6.2,2696.2000000000003
2276,65,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Debit,136.565,No,106.816666,-6.2,7464.6
2277,50,Jakarta,High End,Yes,Yes,Yes,No,Yes,No,Debit,132.47,No,106.816666,-6.2,5439.2
2278,15,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.675,No,106.816666,-6.2,5359.900000000001
2279,72,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Debit,143.39000000000001,No,106.816666,-6.2,7514.0
2280,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,150.28,No,106.816666,-6.2,7322.900000000001
2281,55,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.155,No,106.816666,-6.2,6822.400000000001
2282,23,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,33.28,No,106.816666,-6.2,7720.7
2283,56,Jakarta,Mid End,Yes,No,Yes,No,No,Yes,Debit,89.375,No,106.816666,-6.2,8057.400000000001
2284,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.869999999999997,No,106.816666,-6.2,2613.0
2285,38,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,No,Digital Wallet,91.78,No,106.816666,-6.2,6490.900000000001
2286,11,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.26,No,106.816666,-6.2,3295.5
2287,1,Jakarta,Mid End,No,No,No,Yes,No,No,Pulsa,64.09,No,106.816666,-6.2,5471.7
2288,56,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,139.425,No,106.816666,-6.2,7540.0
2289,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,30.680000000000003,No,106.816666,-6.2,7263.1
2290,7,Jakarta,Mid End,Yes,No,No,No,Yes,Yes,Credit,90.61000000000001,No,106.816666,-6.2,5623.8
2291,59,Jakarta,High End,No,No,Yes,No,Yes,Yes,Credit,129.35,No,106.816666,-6.2,5957.900000000001
2292,7,Jakarta,Mid End,No,No,Yes,Yes,Yes,No,Debit,83.59,No,106.816666,-6.2,5213.0
2293,71,Jakarta,Mid End,Yes,No,Yes,Yes,No,Yes,Credit,92.10499999999999,No,106.816666,-6.2,6926.400000000001
2294,15,Jakarta,High End,Yes,No,No,Yes,Yes,Yes,Pulsa,132.47,No,106.816666,-6.2,4819.1
2295,71,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,No,Credit,95.55,No,106.816666,-6.2,7060.3
2296,11,Jakarta,Mid End,No,Yes,Yes,Yes,No,No,Credit,52.52,No,106.816666,-6.2,2772.9
2297,60,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.025000000000002,No,106.816666,-6.2,7974.2
2298,47,Jakarta,Mid End,No,Yes,No,Yes,No,No,Debit,77.48,No,106.816666,-6.2,4101.5
2299,11,Jakarta,Mid End,No,No,Yes,Yes,No,Yes,Credit,84.37,No,106.816666,-6.2,4167.8
2300,28,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,144.105,No,106.816666,-6.2,5077.8
2301,61,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,Yes,Digital Wallet,105.365,No,106.816666,-6.2,5293.6
2302,31,Jakarta,High End,Yes,No,Yes,No,Yes,No,Debit,127.465,No,106.816666,-6.2,5881.2
2303,9,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.65,No,106.816666,-6.2,4157.400000000001
2304,35,Jakarta,High End,Yes,Yes,No,No,No,Yes,Pulsa,122.915,No,106.816666,-6.2,3420.3
2305,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.544999999999998,No,106.816666,-6.2,3909.1
2306,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.7,No,106.816666,-6.2,3120.0
2307,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.0,No,106.816666,-6.2,7247.5
2308,52,Jakarta,Mid End,Yes,Yes,No,No,Yes,No,Credit,82.22500000000001,No,106.816666,-6.2,8412.300000000001
2309,5,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.130000000000003,No,106.816666,-6.2,3762.2000000000003
2310,72,Jakarta,High End,Yes,Yes,Yes,No,No,Yes,Pulsa,128.895,No,106.816666,-6.2,6697.6
2311,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,117.52000000000001,No,106.816666,-6.2,7322.900000000001
2312,72,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,145.47,No,106.816666,-6.2,8368.1
2313,46,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,32.37,No,106.816666,-6.2,2633.8
2314,63,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Credit,108.55,No,106.816666,-6.2,6047.6
2315,30,Jakarta,High End,Yes,Yes,Yes,No,No,No,Credit,109.59,No,106.816666,-6.2,7010.900000000001
2316,1,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,59.28,No,106.816666,-6.2,3057.6
2317,16,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Digital Wallet,71.305,No,106.816666,-6.2,2776.8
2318,4,Jakarta,Mid End,No,No,No,Yes,No,Yes,Digital Wallet,85.215,No,106.816666,-6.2,7419.1
2319,51,Jakarta,High End,No,Yes,No,No,No,Yes,Credit,117.455,No,106.816666,-6.2,6454.5
2320,65,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.52,No,106.816666,-6.2,6978.400000000001
2321,16,Jakarta,High End,No,No,No,Yes,No,No,Credit,96.915,No,106.816666,-6.2,3760.9
2322,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.935,No,106.816666,-6.2,4534.400000000001
2323,66,Jakarta,High End,No,No,No,No,No,No,Debit,96.525,No,106.816666,-6.2,5713.5
2324,46,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,141.245,No,106.816666,-6.2,5473.0
2325,32,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Debit,142.415,No,106.816666,-6.2,6598.8
2326,72,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Credit,112.64500000000001,No,106.816666,-6.2,7127.900000000001
2327,38,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Credit,105.3,No,106.816666,-6.2,3987.1
2328,51,Jakarta,Mid End,No,No,No,Yes,No,No,Credit,62.205000000000005,No,106.816666,-6.2,5379.400000000001
2329,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,148.915,No,106.816666,-6.2,8005.400000000001
2330,66,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.715000000000003,No,106.816666,-6.2,5331.3
2331,44,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Credit,142.74,No,106.816666,-6.2,7436.0
2332,50,Jakarta,Mid End,No,No,Yes,Yes,No,Yes,Debit,90.35000000000001,No,106.816666,-6.2,5388.5
2333,15,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,63.505,No,106.816666,-6.2,4890.6
2334,8,Jakarta,Mid End,No,No,No,No,No,No,Credit,32.825,No,106.816666,-6.2,3083.6
2335,66,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Credit,133.70499999999998,No,106.816666,-6.2,7239.7
2336,57,Jakarta,High End,Yes,Yes,No,Yes,No,No,Debit,113.815,No,106.816666,-6.2,6346.6
2337,7,Jakarta,High End,No,Yes,No,No,No,No,Debit,102.115,No,106.816666,-6.2,5232.5
2338,10,Jakarta,Mid End,No,No,No,No,No,Yes,Debit,44.915,No,106.816666,-6.2,6822.400000000001
2339,62,Jakarta,High End,Yes,Yes,Yes,No,No,No,Pulsa,119.665,No,106.816666,-6.2,7541.3
2340,40,Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,110.565,No,106.816666,-6.2,7675.2
2341,20,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.61,No,106.816666,-6.2,5725.2
2342,25,Jakarta,High End,No,No,No,Yes,Yes,Yes,Pulsa,123.69500000000001,No,106.816666,-6.2,4254.900000000001
2343,23,Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,109.525,No,106.816666,-6.2,3615.3
2344,66,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Credit,135.98,No,106.816666,-6.2,7438.6
2345,72,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,145.145,No,106.816666,-6.2,7004.400000000001
2346,46,Jakarta,Mid End,Yes,No,No,No,No,No,Debit,71.5,No,106.816666,-6.2,7706.400000000001
2347,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,116.80499999999999,No,106.816666,-6.2,7859.8
2348,10,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455000000000002,No,106.816666,-6.2,6168.5
2349,40,Jakarta,Mid End,Yes,No,No,Yes,Yes,Yes,Debit,70.91499999999999,No,106.816666,-6.2,4592.900000000001
2350,31,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Debit,129.285,No,106.816666,-6.2,2627.3
2351,68,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,No,Credit,92.17000000000002,No,106.816666,-6.2,5348.2
2352,68,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,33.019999999999996,No,106.816666,-6.2,7368.400000000001
2353,49,Jakarta,High End,No,Yes,Yes,No,No,Yes,Debit,116.80499999999999,No,106.816666,-6.2,7776.6
2354,15,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,32.825,No,106.816666,-6.2,6067.1
2355,50,Jakarta,Mid End,No,No,Yes,Yes,Yes,No,Pulsa,90.54500000000002,No,106.816666,-6.2,6117.8
2356,24,Jakarta,High End,No,No,No,No,No,No,Credit,91.0,No,106.816666,-6.2,6814.6
2357,35,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.130000000000003,No,106.816666,-6.2,5872.1
2358,17,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.24,No,106.816666,-6.2,6770.400000000001
2359,10,Jakarta,High End,No,No,No,Yes,Yes,Yes,Credit,123.63,No,106.816666,-6.2,7523.1
2360,68,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,115.505,No,106.816666,-6.2,6796.400000000001
2361,45,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Debit,102.44,No,106.816666,-6.2,5449.6
2362,37,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.455000000000002,No,106.816666,-6.2,4001.4
2363,10,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,58.825,No,106.816666,-6.2,6979.7
2364,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.065,No,106.816666,-6.2,3637.4
2365,65,Jakarta,Mid End,Yes,Yes,No,No,No,Yes,Digital Wallet,90.415,No,106.816666,-6.2,7046.0
2366,57,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.35,No,106.816666,-6.2,7623.2
2367,3,Jakarta,High End,No,No,Yes,No,No,No,Digital Wallet,97.175,No,106.816666,-6.2,4314.7
2368,49,Jakarta,Mid End,No,No,Yes,No,No,No,Debit,39.26,No,106.816666,-6.2,6778.2
2369,70,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,75.14,No,106.816666,-6.2,7332.0
2370,53,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.805000000000003,No,106.816666,-6.2,6286.8
2371,53,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,33.215,No,106.816666,-6.2,7532.2
2372,22,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.305,No,106.816666,-6.2,4594.2
2373,65,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Pulsa,143.45499999999998,No,106.816666,-6.2,5583.5
2374,48,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.915000000000003,No,106.816666,-6.2,7172.1
2375,3,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Digital Wallet,140.335,No,106.816666,-6.2,4483.7
2376,45,Jakarta,High End,No,Yes,No,No,No,No,Debit,105.82000000000001,No,106.816666,-6.2,7282.6
2377,61,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Debit,95.94,No,106.816666,-6.2,8191.3
2378,3,Jakarta,Mid End,Yes,No,No,Yes,Yes,No,Credit,83.72000000000001,No,106.816666,-6.2,7338.5
2379,40,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Credit,134.875,No,106.816666,-6.2,4638.400000000001
2380,1,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,92.42999999999999,No,106.816666,-6.2,3937.7000000000003
2381,1,Jakarta,Mid End,No,No,No,Yes,No,No,Pulsa,64.87,No,106.816666,-6.2,6067.1
2382,51,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.980000000000004,No,106.816666,-6.2,6351.8
2383,52,Jakarta,Mid End,No,Yes,No,No,No,No,Digital Wallet,39.13,No,106.816666,-6.2,8177.0
2384,51,Jakarta,High End,No,No,No,No,No,Yes,Debit,108.42000000000002,No,106.816666,-6.2,5448.3
